id,"description","category",day_of_week,day_of_month,month,year,amount,"currency_code","mode",account_id,"hashed_user_id",recurrent_bill
1539,"TESCO STORES 6601WHITECHAPEL)))","groceries",1,19,12,2016,-11.31,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1540,"PRIMARKLONDON W1C)))","clothing",1,19,12,2016,-14,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1541,"WWW.ARENAGROUP.COMHUNTINGDON PEVIS","uncategorized",1,19,12,2016,-36.75,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1542,"TFL.GOV.UK/CPTFL TRAVEL CH)))","public_transportation",1,19,12,2016,-7.6,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1543,"TESCO STORES 5481WALTHAMSTOW)))","groceries",1,19,12,2016,-0.99,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1544,"TESCO STORES 6601WHITECHAPEL)))","groceries",1,19,12,2016,-2.01,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1545,"AQUARIUM MANAGEMENLONDON EC1V)))","entertainment",1,19,12,2016,-10,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1546,"AQUARIUM MANAGEMENLONDON EC1V)))","entertainment",1,19,12,2016,-10,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1547,"AQUARIUM MANAGEMENLONDON EC1V)))","entertainment",1,19,12,2016,-24,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1548,"AQUARIUM MANAGEMENLONDON EC1V)))","entertainment",1,19,12,2016,-10,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1549,"AQUARIUM MANAGEMENLONDON EC1V)))","entertainment",1,19,12,2016,-9,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1550,"EMPIRE CINEMASWALTHAMSTOWVIS","education",1,19,12,2016,-5.5,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1551,"BEST KEBABLONDONVIS","food_and_dining",1,19,12,2016,-6,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1552,"TFL.GOV.UK/CPTFL TRAVEL CH)))","public_transportation",3,21,12,2016,-3,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1553,"TESCO STORES 6390SOUTHWARK)))","groceries",3,21,12,2016,-2.03,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1554,"SAINSBURYS S/MKTSTOWER HAMLETS)))","groceries",3,21,12,2016,-0.4,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1555,"WATERSTONESLEADENHALL)))","books_and_supplies",3,21,12,2016,-8.04,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1556,"TESCO STORES 6601WHITECHAPELVIS","books_and_supplies",3,21,12,2016,-7,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1557,"CASH BNKM DEC21CHARING CROS@12:48ATM","transfer",3,21,12,2016,-20,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1558,"LIBERTY BOUNDSTrinity Squar)))","parking",4,22,12,2016,-9.2,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1559,"TFL.GOV.UK/CPTFL TRAVEL CH)))","public_transportation",4,22,12,2016,-7.6,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1560,"MCDONALDSLONDON E1)))","cafes_and_restaurants",5,23,12,2016,-4.69,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1561,"TFL.GOV.UK/CPTFL TRAVEL CH)))","public_transportation",5,23,12,2016,-9.3,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1562,"TESCO STORES 2543LIVERPOOL)))","groceries",3,28,12,2016,-9.3,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1563,"SPORTSDIRECT.COM0870 8387294VIS","clothing",3,28,12,2016,-50.99,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1564,"LIVERPOOL CENTRALLIVERPOOL)))","electronics_and_software",3,28,12,2016,-4.9,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1565,"TFL.GOV.UK/CPTFL TRAVEL CH)))","public_transportation",3,28,12,2016,-2.4,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1566,"TESCO STORES 6601WHITECHAPEL)))","groceries",3,28,12,2016,-2.42,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1567,"MIP*VODAFONE TOPUP0870070191VIS","phone",5,30,12,2016,-5,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",1
1568,"VIRGIN ACTIVE 001200026840020006","entertainment",4,1,12,2016,-76,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
1569,"H3G 970304399301291116","phone",4,1,12,2016,-23,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
1570,"EQUINOX RE LTD","personal_care",4,1,12,2016,-1127,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1571,"Spotify P0132C581E CD 8218","movies_and_music",5,2,12,2016,-14.99,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
1572,"NON-STG PURCH FEE CD 8218","provider_fee",5,2,12,2016,-1,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1573,"NON-STG TRANS FEE 2.99% CD 8218","fees_and_charges",5,2,12,2016,-0.17,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1574,"VISIT PATREON.COM/ US 07.20 VISAXR 1.25 CD 8218","entertainment",5,2,12,2016,-5.76,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
1575,"NON-STG PURCH FEE CD 3027","provider_fee",1,5,12,2016,-1,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1576,"URBAN COVENT GARDELONDONVIS","fees_and_charges",5,16,12,2016,-35,"GBP","normal",359339,"OEAKHA8xTyKZsBOdM6XIZw==",0
1577,"CARD PAYMENT TO PIZZA EXPRESS,20.30 GBP, RATE 1.00/GBP ON 23-12-2016","food_and_dining",1,26,12,2016,-20.3,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
1578,"NON-STG TRANS FEE 2.99% CD 3027","fees_and_charges",1,5,12,2016,-0.76,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1579,"BlablacarFR EUROS 30.00 VISAXR 1.17832 CD 3027","transportation",1,5,12,2016,-25.46,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1580,"ITUNES.COM/BILL CD 8218","electronics_and_software",2,6,12,2016,-22.99,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1581,"RIDGEVIEW ESTATE W CD 7828","parking",2,6,12,2016,54,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1582,"C LOISEAU 309072 22066068","transfer",2,6,12,2016,-200,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1583,"LAFATA LTD","transfer",2,6,12,2016,1049.92,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1584,"LEGO STORE CD 8218","toys",2,6,12,2016,-3.99,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1585,"LNK MRH - PARK LAN CD 7828 07DEC16 ATM OWNER FEE 1.85","provider_fee",3,7,12,2016,-21.85,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1586,"H3G 971084818601051216","phone",3,7,12,2016,-27.82,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
1587,"C LOISEAU 309072 22066068","transfer",4,8,12,2016,50,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1588,"C LOISEAU 309072 22066068","transfer",4,8,12,2016,500,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1589,"C LOISEAU 309072 22066068","transfer",5,9,12,2016,200,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1590,"C LOISEAU 309072 22066068","transfer",5,9,12,2016,-550,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1591,"LUKAS CHRISTIAN ZO LUKAS 760730019100","shopping",5,9,12,2016,1000,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1592,"F-851400 FRAUD REFUND","transfer",1,12,12,2016,472.61,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1593,"GOATIES BARBERS CD 8218","mortgage_and_rent",1,12,12,2016,-17,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1594,"AMERICAN EXPRESS CD 7828","transfer",1,12,12,2016,-1588.62,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1595,"THE BLACKSMITH AND CD 8218","uncategorized",1,12,12,2016,-9.2,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1596,"N/A CD 3511","uncategorized",1,12,12,2016,-472.61,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1597,"C LOISEAU 10DEC16 309072 22066068","transfer",1,12,12,2016,100,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1598,"M MARGOT XMAS WINE","transfer",5,16,12,2016,7.38,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1599,"C CARDINALI BAD ASS CHRISTMAS","transfer",5,16,12,2016,7.38,"GBP","transfer",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1600,"ITUNES.COM/BILL CD 8218","electronics_and_software",1,19,12,2016,-13.99,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1601,"OLD RED LION THEAT CD 8218","alcohol_and_bars",1,19,12,2016,-8.8,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1602,"NISA LOCAL CD 8218","uncategorized",2,20,12,2016,-10.5,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1603,"MONZO CD 8218","transfer",4,22,12,2016,-100,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1604,"MOBILLITY LT DEC16 MOBILLITY 836546711301622101 26DEC16","shopping",3,28,12,2016,983.6,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
1605,"CASH TRM DEC01SHELL - EGHA@21:05ATM","gas_and_fuel",4,1,12,2016,-10,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1606,"Costa Express UKHigh Wycombe)))","cafes_and_restaurants",4,1,12,2016,-2.65,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1607,"SELFSERVE TICKETSWTRAINS RICHVIS","public_transportation",4,1,12,2016,-3.9,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1608,"FOOD FOR UNIBERKMANN ACR","uncategorized",4,1,12,2016,200,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1609,"CASH TRM DEC03SHELL - EGHA@19:44ATM","gas_and_fuel",6,3,12,2016,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1610,"CASH TRM DEC04SHELL - EGHA@22:31ATM","gas_and_fuel",7,4,12,2016,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1611,"DOMINO'SEGHAM)))","service_fee",1,5,12,2016,-9.19,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1612,"BUDGENS EGHAMEGHAMVIS","groceries",1,5,12,2016,-3.35,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1613,"TESCO STORES 2454EGHAM)))","groceries",1,5,12,2016,-3.7,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1614,"POCKET MONEYBERKMANN ACR","transfer",1,5,12,2016,100,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1615,"CASH TRM DEC06SHELL - EGHA@22:07ATM","gas_and_fuel",2,6,12,2016,-10,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1616,"TESCO STORES 2454EGHAM)))","groceries",2,6,12,2016,-9.38,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1617,"TESCO STORES 2454EGHAM)))","groceries",4,8,12,2016,-7.3,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1618,"RHC CENTRAL PAYMENCR","transfer",4,8,12,2016,700,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1619,"CASH NATWEST DEC09EGHAM @22:33ATM","fees_and_charges",5,9,12,2016,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1620,"Costa Express UKHigh Wycombe)))","cafes_and_restaurants",1,12,12,2016,-2.65,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1621,"BUDGENS EGHAMEGHAMVIS","groceries",1,12,12,2016,-3.24,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1622,"SELFSERVE TICKETSWTRAINS EGHAVIS","public_transportation",1,12,12,2016,-6.75,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1623,"WWW.JUST EAT.CO.UK0208 7362006VIS","food_and_dining",1,12,12,2016,-15.49,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1624,"INT'L 0073129085WLY*COMPLETESAVE.C08003896960VIS","shopping",2,13,12,2016,-15,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1625,"TESCO STORES 2454EGHAM)))","groceries",2,13,12,2016,-11.5,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1626,"CASH TRM DEC14SHELL - EGHA@14:27ATM","gas_and_fuel",3,14,12,2016,-10,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1627,"404304 52014971FUNDS TRANSFERTFR","transfer",3,14,12,2016,-700,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1628,"CASH TRM DEC15SHELL - EGHA@21:01ATM","gas_and_fuel",4,15,12,2016,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1629,"SELFSERVE TICKETSWTRAINS EGHAVIS","public_transportation",4,15,12,2016,-2.4,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1630,"FOOD FOR UNIBERKMANN ACR","uncategorized",4,15,12,2016,200,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1631,"TESCO STORES 2454EGHAM)))","groceries",5,16,12,2016,-9.9,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1632,"TFL.GOV.UK/CPTFL TRAVEL CH)))","public_transportation",1,19,12,2016,-2.4,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1633,"SELFSERVE TICKETSWTRAINS EGHAVIS","public_transportation",1,19,12,2016,-3.9,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1634,"YOUR-MOVE.CO.UK LT02380 715800VIS","shopping",2,20,12,2016,-360,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1635,"HEADMASTERS FULHAMLONDONVIS","personal_care",3,21,12,2016,-28.5,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1636,"ROYAL HOLLOWAYCR","education",4,22,12,2016,46.46,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1637,"Non-SterlingTransaction FeeDR","provider_fee",5,23,12,2016,-0.15,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1638,"INT'L 0033053165TKG MEDIA800-3057458USD 7.00 @ 1.2280Visa RateVIS","electronics_and_software",5,23,12,2016,-5.7,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1639,"PAYPAL CODE 5677PAYPAL CODE 5677CR","shopping",1,26,12,2016,0.01,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1640,"404304 52014971INTERNET TRANSFERTFR","transfer",1,26,12,2016,40,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1641,"PAYPAL CODE 5677PAYPAL CODE 5677CR","shopping",2,27,12,2016,0.01,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1642,"Richendoller HillALLAN INTERNETCR","uncategorized",2,27,12,2016,5.21,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1643,"INT'L 0053094090PAYPAL *ZUSKAKENNA35314369001VIS","transfer",3,28,12,2016,-39.21,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1644,"TFL.GOV.UK/CPTFL TRAVEL CH)))","public_transportation",3,28,12,2016,-2.4,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1645,"Spotify P015FF2AF0LondonVIS","movies_and_music",3,28,12,2016,-4.99,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",1
1646,"400714 21577050INTERNET TRANSFERTFR","transfer",1,26,12,2016,-40,"GBP","normal",366969,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1647,"GROSS INTERESTTO 30DEC2016CR","loans",6,31,12,2016,0.02,"GBP","normal",366969,"q1hjBpzLwSHQSHeAU5L5Uw==",0
1648,"L.B. HACKNEY NNDR","taxes",4,1,12,2016,-1041,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1649,"BRITISH GAS SERV","transfer",4,1,12,2016,-28.93,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
1650,"24 NOV 16 THE PRINCESS OF SHORED LONDON EC2A GBR","alcohol_and_bars",5,2,12,2016,-15.9,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1651,"EMM LTD EMM LTD EMM 0047 REF-EMM 0047","uncategorized",3,7,12,2016,26.4,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1652,"05 DEC 16 WWW.VIKING-DIRECT.CO.U GRO OSTHEIM DEU DEU","uncategorized",3,7,12,2016,-41.02,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1653,"MICROSOFT OFFICE 36 Dublin IRL IRL","electronics_and_software",4,8,12,2016,-7.99,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
1654,"07 DEC 16 GWR LOND PADD SST PADDINGTON GBR","transportation",5,9,12,2016,-36.4,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1655,"07 DEC 16 ZIPCAR WIMBLEDON GBR GBR","car_rental",1,12,12,2016,-43.89,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1656,"THAMES WATER","transfer",1,12,12,2016,-25.68,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
1657,"11 DEC 16 MICROSOFT OFFICE 36 Dublin IRL IRL","electronics_and_software",2,13,12,2016,-7.99,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
1658,"11 DEC 16 DNH GODADDY.COM EUROPE GODADDY.COM GBR GBR","business_services",2,13,12,2016,-429.19,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1659,"FULCRUM NETWORKS","taxi",3,14,12,2016,-18.42,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1660,"11 DEC 16 WWW.THELIGHTBULBSHOP.C INTERNET GBR GBR","electronics_and_software",4,15,12,2016,-90.6,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1661,"14 DEC 16 OLD KINGS HEAD LONDON EC2A GBR","alcohol_and_bars",5,16,12,2016,-12.4,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1662,"13 DEC 16 ZIPCAR WIMBLEDON GBR GBR","car_rental",5,16,12,2016,-15,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1663,"13 DEC 16 ZIPCAR WIMBLEDON GBR GBR","car_rental",5,16,12,2016,-118.8,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1664,"olswang client account SMS 34686.2","transfer",1,19,12,2016,-1320,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1665,"14 DEC 16 ZIPCAR WIMBLEDON GBR GBR","car_rental",1,19,12,2016,-39.9,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1666,"14 DEC 16 HOXTON GRILL LONDON EC2A GBR","cafes_and_restaurants",1,19,12,2016,-168.75,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1667,"16 DEC 16 WWW.DYSONAIRBLADE.CO INTERNET GBR GBR","internet",2,20,12,2016,-287.96,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1668,"16 DEC 16 Amazon UK Marketplace 800-279-6620 LUX LUX","shopping",2,20,12,2016,-17.13,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1669,"Amazon UK Marketplace 800-279-6620 LUX LUX","shopping",2,20,12,2016,-3.95,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1670,"19 DEC 16 WWW.THELIGHTBULBSHOP.C INTERNET GBR GBR","electronics_and_software",3,21,12,2016,-101.82,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1671,"19 DEC 16 GODADDY COM EUROPE 020 7979 2661 GBR","business_services",3,21,12,2016,-7.99,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1672,"20 DEC 16 THE PRINCESS OF SHORED LONDON EC2A GBR","alcohol_and_bars",4,22,12,2016,-9.8,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1673,"EE N T-MOBILE","transfer",5,23,12,2016,-33.72,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
1674,"22 DEC 16 THE FINANCIAL TIMES LONDON GBR GBR","business_services",3,28,12,2016,-30,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
1675,"23 DEC 16 NON-STERLING TRANSACTION FEE","provider_fee",3,28,12,2016,-0.1,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1676,"20 DEC 16 INVOICEHOME.COM INVOIC 7024259032 NV USA","business_services",3,28,12,2016,-4.05,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1677,"ANGEL SPRINGS LTD","personal_care",4,29,12,2016,-27.5,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1678,"ANGEL SPRINGS LTD","personal_care",4,29,12,2016,-24,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
1679,"CO-OP GROUP FOOD CD 3471","groceries",4,1,12,2016,-5.99,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1680,"TESCO STORES 2249 CD 3471","groceries",4,1,12,2016,-3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1681,"TESCO STORES 2249 CD 3471","groceries",5,2,12,2016,-3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1682,"SAINSBURYS S/MKTS CD 3471","groceries",1,5,12,2016,-28.74,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1683,"Amazon UK Marketpl CD 3471","shopping",1,5,12,2016,-5.28,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1684,"WWW.CAMDEN.GOV.UK CD 3471","alcohol_and_bars",1,5,12,2016,-242,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1685,"FORBIDDEN PLANET CD 3471","food_and_dining",1,5,12,2016,-112.2,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1686,"WorderyEU CD 3471","books_and_supplies",1,5,12,2016,-66.11,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1687,"W & G FOYLE LTD CD 3471","books_and_supplies",1,5,12,2016,-22.98,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1688,"WorderyEU CD 3471","books_and_supplies",1,5,12,2016,-17.08,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1689,"SAINSBURYS S/MKTS CD 3471","groceries",1,5,12,2016,-12.95,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1690,"SAVINGS","transfer",1,5,12,2016,-15,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1691,"BUXTON C R COUNCIL 03DEC16 352995132101302101","transfer",1,5,12,2016,120,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1692,"TFL.GOV.UK/CP CD 3471","public_transportation",1,5,12,2016,-6.7,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1693,"Amazon UK Marketpl CD 3471","shopping",2,6,12,2016,-26.68,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1694,"Amazon Svcs Europe CD 3471","service_fee",2,6,12,2016,-2.81,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1695,"Amazon UK Marketpl CD 3471","shopping",2,6,12,2016,-2.81,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1696,"CO-OP GROUP FOOD CD 3471","groceries",2,6,12,2016,-2.69,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1697,"JAPAN CENTRE ONLIN CD 3471","shopping",3,7,12,2016,-11.44,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1698,"TESCO STORES 2789 CD 3471","groceries",3,7,12,2016,-6,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1699,"TESCO STORES 2249 CD 3471","groceries",3,7,12,2016,-4.3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1700,"TESCO STORES 2249 CD 3471","groceries",3,7,12,2016,-3.7,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1701,"TESCO STORES 2249 CD 3471","groceries",4,8,12,2016,-2.1,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1702,"TFL.GOV.UK/CP CD 3471","public_transportation",4,8,12,2016,-5.6,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1703,"TESCO STORES 2249 CD 3471","groceries",4,8,12,2016,-5.99,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1704,"LNK TESCO ST KAT D CD 3471 09DEC16","groceries",5,9,12,2016,-20,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1705,"F/FLOW GERALD V RA","transfer",5,9,12,2016,459.84,"GBP","transfer",370487,"iq7z/pOKnhz78A9/8RAinA==",0
1706,"AMAZON UK RETAIL A CD 3471","shopping",1,12,12,2016,-37.37,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
